ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Dt_Cus_weekday,Dt_Cus_month,Dt_Cus_quarter,Dt_Cus_year,Membership_day,Total_children,Total_Mnt,Total_purchases,Total_accepted_cpm,Living_Status,Family_size,Age,Cluster No.
4741,2n Cycle,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,3,1,1,2014,310,1,562,19,1,Together,3,40,1
246,Graduation,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,5,5,2,2014,189,2,312,19,0,Together,4,49,1
375,Graduation,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,0,2,1,2013,649,0,1156,16,0,Single,1,60,2
1524,2n Cycle,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,3,1,1,2013,702,0,1104,16,2,Single,1,31,0
10022,PhD,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,1,9,3,2014,95,2,16,4,0,Single,3,41,4
7451,Master,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,2,1,2014,292,0,2008,19,1,Single,1,54,0
11010,PhD,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,4,8,3,2013,463,1,44,9,0,Single,2,30,4
4356,Graduation,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,2,8,3,2013,465,1,1574,14,2,Together,3,43,2
3885,PhD,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,2,10,4,2013,416,1,63,5,2,Together,3,31,4
1175,Master,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,4,9,3,2013,442,0,426,12,2,Together,2,31,2
880,Basic,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,2,1,1,2013,689,0,96,6,0,Together,2,48,4
2320,2n Cycle,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,0,12,4,2013,362,1,635,23,0,Together,3,36,1
850,Graduation,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,0,6,2,2013,544,1,757,22,0,Single,2,46,2
4713,PhD,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,3,11,4,2012,744,1,125,9,0,Together,3,35,3
675,Master,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,4,5,2,2013,568,2,332,16,0,Single,3,41,3
5025,Graduation,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,1,12,4,2013,347,1,135,8,0,Single,2,35,4
2308,Graduation,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,6,11,4,2012,748,1,330,14,0,Together,3,60,1
5995,Graduation,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,1,12,4,2012,718,2,384,20,1,Single,3,52,1
6749,Graduation,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,2,8,3,2012,850,2,1722,18,0,Single,3,48,2
1010,Graduation,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,3,4,2,2014,226,3,78,7,0,Together,5,37,3
8977,Basic,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,6,12,4,2013,370,0,24,4,0,Single,1,29,4
4756,2n Cycle,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,4,12,4,2013,351,0,1168,25,1,Single,1,62,0
3412,Master,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,1,1,1,2013,690,1,957,17,1,Together,3,63,1
606,Graduation,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,3,10,4,2013,422,2,15,4,0,Single,3,47,4
5961,Graduation,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,6,7,3,2014,153,1,57,5,0,Together,3,36,4
2975,Graduation,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1,12,4,2012,725,1,1956,24,1,Together,3,38,2
2894,Graduation,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,1,10,4,2013,403,0,2013,21,4,Single,1,29,0
7613,2n Cycle,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,5,5,2,2014,196,1,326,14,0,Together,3,40,3
10542,PhD,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,1,5,2,2012,942,2,77,9,0,Together,4,46,3
8015,PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1,3,1,2013,641,0,1313,20,1,Single,1,52,0
10617,Master,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,3,5,2,2014,198,0,30,8,0,Single,1,25,4
11166,Graduation,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,5,2,1,2013,672,1,315,14,0,Together,3,53,3
849,Master,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,3,6,2,2013,534,1,660,22,0,Together,3,61,1
523,Graduation,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,3,1,1,2013,674,1,74,7,0,Together,3,25,3
4066,2n Cycle,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,2,11,4,2014,31,1,46,7,0,Single,2,36,4
8414,PhD,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,5,8,3,2013,476,1,86,8,0,Single,2,52,4
819,Graduation,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,5,5,2,2013,574,0,1103,25,0,Single,1,69,2
4961,Master,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,1,1,1,2014,319,1,61,11,0,Together,3,40,3
749,Graduation,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,1,11,4,2013,382,1,145,9,2,Together,3,33,4
5430,Graduation,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,4,9,3,2012,813,2,684,31,0,Together,4,58,1
7755,PhD,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,2,12,4,2013,360,1,411,16,0,Together,3,60,1
10525,Graduation,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,5,10,4,2012,784,1,27,4,2,Single,2,28,4
1453,PhD,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,4,6,2,2013,547,0,1060,27,0,Single,1,71,2
8310,Graduation,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,2,8,3,2012,829,1,1459,24,0,Together,3,50,2
10710,Graduation,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,2,8,3,2012,829,1,18,4,0,Together,3,35,3
5031,Graduation,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,5,9,3,2012,805,0,1833,26,2,Together,2,40,0
2613,Master,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,1,3,1,2014,277,1,237,12,0,Together,3,54,4
213,PhD,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,2,5,2,2014,192,2,48,10,0,Single,3,51,4
967,Graduation,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,6,7,3,2013,503,2,515,26,1,Together,4,38,1
1077,Graduation,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,5,5,2,2012,938,0,1020,15,0,Together,2,40,2
7959,Graduation,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,3,5,2,2014,191,0,1370,11,0,Together,2,53,2
640,Graduation,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,6,11,4,2013,398,1,1026,25,0,Together,3,63,2
4252,Graduation,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,6,3,1,2014,258,1,301,12,0,Together,3,49,4
8432,Graduation,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,4,9,3,2012,813,2,684,31,0,Together,4,58,1
6218,Graduation,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,5,10,4,2012,777,1,499,17,1,Together,3,49,1
6905,Graduation,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,2,8,3,2012,836,0,1004,21,0,Together,2,20,2
5922,PhD,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,6,10,4,2013,419,1,218,12,0,Together,3,40,3
3598,Graduation,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,3,5,2,2013,562,1,606,22,0,Together,3,42,1
6116,2n Cycle,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,1,5,2,2013,578,1,75,6,0,Together,3,46,3
6263,Graduation,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,2,8,3,2012,836,3,106,9,0,Together,5,46,3
10486,Graduation,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,2,5,2,2013,556,0,990,17,0,Together,2,66,2
2410,Graduation,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,2,1,1,2014,318,0,1097,16,0,Single,1,45,0
193,Basic,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,0,2,1,2014,292,0,16,4,1,Together,2,18,4
3363,2n Cycle,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,0,3,1,2014,264,0,34,5,0,Together,2,40,4
8278,PhD,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,6,8,3,2012,832,0,1711,16,0,Together,2,24,2
10660,Master,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,0,12,4,2014,5,2,438,17,1,Together,4,57,1
8686,Basic,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,3,8,3,2013,492,1,75,7,0,Together,3,35,3
1604,Master,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,2,11,4,2013,388,1,225,13,0,Together,3,54,3
5907,Master,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,6,3,1,2012,1000,2,18,4,0,Together,4,62,3
10669,Graduation,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,4,5,2,2013,568,1,470,17,0,Together,3,33,1
2918,Graduation,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,5,4,2,2013,602,2,91,9,0,Single,3,33,4
5735,Master,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,3,2,1,2014,296,0,2525,18,1,Single,1,23,0
359,Graduation,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,6,1,1,2013,692,1,504,19,0,Together,3,64,1
8387,Graduation,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,2,5,2,2013,584,1,235,11,0,Together,3,57,3
1829,PhD,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,5,1,1,2013,686,1,1232,21,2,Single,2,53,2
3839,Basic,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,1,3,1,2013,641,2,88,12,0,Single,3,56,3
9392,Graduation,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,8,3,2014,123,1,17,4,0,Single,2,43,4
2292,Graduation,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,4,2,1,2013,666,1,24,5,0,Single,2,29,4
10466,Graduation,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,3,8,3,2013,471,2,60,7,0,Together,4,49,3
9855,PhD,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,6,8,3,2013,468,1,1020,26,1,Single,2,62,2
4088,PhD,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,1,6,2,2012,907,1,155,10,0,Together,3,52,3
5231,2n Cycle,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,3,2,1,2014,282,2,51,5,0,Together,4,40,3
590,Master,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,5,12,4,2012,714,0,1812,16,1,Single,1,44,0
8732,Master,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,5,11,4,2012,749,1,1461,25,3,Single,2,45,2
2315,Graduation,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,6,4,2,2014,230,1,96,6,0,Single,2,54,4
3515,Graduation,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,0,2,1,2014,292,1,160,9,0,Single,2,62,4
2245,Master,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,0,4,2,2013,593,2,139,10,0,Together,4,45,3
6283,Master,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,6,4,2,2013,594,1,908,22,0,Single,2,46,2
2246,2n Cycle,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,2,1,1,2013,696,1,183,8,0,Together,3,49,3
6606,Master,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,6,3,1,2013,615,1,1161,19,1,Together,3,45,1
5545,PhD,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,6,5,2,2014,216,0,988,14,0,Together,2,42,2
7342,2n Cycle,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,6,9,3,2012,818,1,1072,27,0,Single,2,53,2
837,Graduation,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,5,11,4,2013,392,2,174,12,0,Together,4,37,3
9500,Graduation,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,4,1,1,2013,680,1,758,22,0,Together,3,55,1
3602,Master,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,1,12,4,2013,340,1,195,11,0,Together,3,56,3
234,Graduation,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,2,10,4,2012,787,1,31,6,2,Single,2,35,4
2995,Master,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,5,8,3,2013,476,0,1084,17,0,Together,2,57,2
1118,Master,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,2,2,1,2013,654,1,685,22,1,Together,3,58,1
7789,PhD,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,4,11,4,2013,379,0,1672,26,1,Together,2,49,0
3068,Graduation,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,1,10,4,2013,403,0,43,6,0,Together,2,24,4
8955,PhD,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,6,2,1,2014,293,2,49,5,1,Together,4,57,4
945,Graduation,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,2,5,2,2013,563,1,133,9,0,Together,3,49,3
5644,Graduation,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,1,12,4,2013,361,1,363,15,1,Together,3,57,1
7192,Graduation,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,0,4,2,2013,600,1,545,18,0,Together,3,59,1
2324,Graduation,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,6,10,4,2013,405,1,1065,31,1,Together,3,42,2
697,Graduation,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,1,12,4,2013,368,0,2047,21,1,Together,2,45,0
3439,Graduation,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,2,10,4,2012,766,2,296,15,0,Together,4,42,1
1506,Graduation,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,4,6,2,2013,526,2,140,11,1,Single,3,39,4
232,Graduation,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,2,7,3,2013,507,1,530,17,0,Single,2,49,2
8876,PhD,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,2,8,3,2012,850,2,152,13,0,Together,4,51,3
4500,PhD,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,6,2,2013,544,0,1598,24,0,Together,2,23,2
9739,Graduation,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,5,1,1,2013,686,1,114,8,0,Single,2,51,4
10395,Basic,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,2,8,3,2012,836,1,101,10,0,Single,2,28,4
1176,Graduation,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,6,9,3,2013,440,1,25,4,0,Together,3,41,3
1627,2n Cycle,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,5,1,1,2013,679,0,789,22,1,Single,1,57,0
938,Graduation,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,1,7,3,2013,494,2,87,7,1,Together,4,33,3
2740,PhD,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,6,9,3,2013,440,2,90,11,0,Single,3,56,3
257,PhD,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,6,4,2,2013,587,1,1215,20,0,Together,3,55,1
4058,PhD,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,1,12,4,2013,361,0,811,22,1,Single,1,59,2
7736,Graduation,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,0,10,4,2012,775,1,61,7,2,Together,3,28,3
8210,Master,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,3,8,3,2013,478,1,405,18,0,Together,3,39,1
833,Master,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,6,3,1,2014,251,2,72,9,0,Together,4,59,3
6230,Graduation,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,4,2,1,2013,659,2,189,14,0,Single,3,43,3
7325,PhD,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,5,6,2,2013,525,1,40,5,0,Together,3,28,3
1307,Graduation,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,1,9,3,2014,95,1,63,10,0,Single,2,36,4
1502,Graduation,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,3,3,1,2013,625,1,52,7,0,Together,3,31,3
6211,PhD,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,2,2,1,2014,304,1,39,5,0,Together,3,38,4
843,Graduation,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,0,5,2,2014,194,1,805,25,0,Together,3,43,1
4174,Master,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,3,4,2,2014,233,1,130,8,0,Together,3,58,4
9757,Graduation,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,2,4,2,2013,605,0,1631,24,3,Together,2,42,0
6918,Graduation,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,6,4,2,2013,608,1,34,5,0,Together,3,25,3
286,Graduation,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,4,11,4,2013,372,2,152,12,0,Single,3,62,3
11086,Basic,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,5,1,1,2014,322,1,21,5,0,Single,2,30,4
1921,PhD,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,6,3,1,2013,636,3,71,7,0,Together,5,47,3
4138,Graduation,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,5,5,2,2014,196,1,899,23,1,Single,2,52,0
7718,Master,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,6,4,2,2014,230,0,711,10,0,Together,2,67,4
1291,PhD,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,6,4,2,2012,972,1,351,16,0,Together,3,36,1
6862,Graduation,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,6,5,2,2014,202,0,8,15,0,Single,1,43,3
4136,Basic,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,0,3,1,2012,999,1,119,11,0,Single,2,22,4
803,Graduation,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,5,5,2,2013,581,2,21,4,0,Together,4,46,3
4298,PhD,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,3,1,2014,257,1,10,4,0,Together,3,41,4
10833,Graduation,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,5,5,2,2014,196,1,973,27,1,Together,3,39,2
9606,PhD,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,1,8,3,2013,466,0,1536,13,3,Together,2,49,0
8534,Graduation,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,1,7,3,2013,508,2,992,28,1,Together,4,62,1
5153,PhD,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,4,2,1,2013,652,1,1529,34,2,Together,3,47,2
961,Graduation,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,0,12,4,2013,362,1,860,17,0,Together,3,42,2
5011,Graduation,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,4,10,4,2013,414,1,928,23,0,Single,2,51,2
6653,PhD,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,0,7,3,2012,859,2,418,18,1,Together,4,44,1
9094,2n Cycle,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,3,3,1,2012,1003,1,587,16,1,Together,3,59,1
810,Graduation,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,4,12,4,2014,1,1,641,19,0,Together,3,39,2
5493,Graduation,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,2,3,1,2014,262,2,23,4,1,Together,4,38,4
2147,Graduation,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,4,8,3,2013,477,0,2279,23,2,Together,2,45,0
5107,PhD,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,0,5,2,2014,201,2,49,6,1,Single,3,41,4
3979,PhD,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,2,5,2,2013,563,0,1779,17,2,Single,1,31,0
6049,Master,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,6,5,2,2013,573,0,1804,27,2,Together,2,32,0
8147,Graduation,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,4,6,2,2013,547,2,48,8,0,Together,4,54,3
1857,Graduation,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,1,6,2,2014,186,2,83,7,1,Single,3,62,4
3910,Graduation,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,5,8,3,2013,483,0,1862,17,4,Single,1,39,0
5207,PhD,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,0,9,3,2012,803,2,793,29,1,Together,4,51,1
11114,Graduation,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,4,8,3,2013,491,1,84,9,0,Together,3,44,3
5429,PhD,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,1,8,3,2013,473,1,183,10,0,Together,3,66,3
9400,2n Cycle,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,5,6,2,2014,168,0,1383,19,0,Single,1,56,0
1740,Graduation,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,4,7,3,2014,155,0,999,16,1,Together,2,70,2
7488,Master,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,1,1,1,2013,683,1,825,24,0,Single,2,51,2
195,Graduation,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,6,8,3,2012,832,1,246,14,2,Single,2,42,4
635,Master,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,1,3,1,2013,627,2,610,25,0,Together,4,48,1
7527,Master,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,2,11,4,2012,745,1,76,9,0,Single,2,46,3
10319,Graduation,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1,2,1,2013,648,1,1286,22,1,Together,3,43,1
2296,Master,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,0,12,4,2013,355,1,30,4,1,Together,3,39,4
10637,Graduation,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,1,1,1,2013,704,3,99,8,0,Together,5,50,3
2931,Graduation,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,4,9,3,2012,806,0,1192,22,1,Single,1,36,0
907,Graduation,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,4,11,4,2013,372,1,362,18,0,Together,3,39,1
3698,Graduation,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,5,9,3,2012,819,0,2130,19,2,Together,2,31,0
9516,2n Cycle,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,5,8,3,2012,840,0,1229,28,3,Single,1,43,0
